empleado_id,departamento,ubicacion,turno,tipo_incidente,gravedad,causa_raiz,area,fecha,hora,mes,anio,trimestre,dias_perdidos,es_registrable,es_lti
1040,Perforación,Mendoza - Cuyo,Rotativo 14x14,Casi accidente (near miss),0,Falta de EPP,Pozos / Drilling,2023-11-11,11,11,2023,Q4,0,0,0
1043,Perforación,Mendoza - Cuyo,Rotativo 14x14,Primeros auxilios,1,Falla de equipo,Pozos / Drilling,2022-09-11,13,9,2022,Q3,0,0,0
1043,Perforación,Mendoza - Cuyo,Rotativo 14x14,Tiempo perdido (LTI),3,Procedimiento inadecuado,Tanques / Almacenamiento,2022-04-26,10,4,2022,Q2,8,1,1
1044,Perforación,Mendoza - Cuyo,Rotativo 14x14,Casi accidente (near miss),0,Falla de equipo,Pozos / Drilling,2024-06-11,9,6,2024,Q2,0,0,0
1045,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Tiempo perdido (LTI),3,Falta de EPP,Tanques / Almacenamiento,2024-05-15,8,5,2024,Q2,3,1,1
1045,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Incidente ambiental,2,Condición climática,Pozos / Drilling,2024-07-24,20,7,2024,Q3,0,1,0
1046,Perforación,Mendoza - Cuyo,Diurno,Casi accidente (near miss),0,Falta de EPP,Área eléctrica,2022-06-16,13,6,2022,Q2,0,0,0
1047,Perforación,Neuquén - Vaca Muerta,Nocturno,Primeros auxilios,1,Acto inseguro,Pozos / Drilling,2023-12-31,10,12,2023,Q4,0,0,0
1047,Perforación,Neuquén - Vaca Muerta,Nocturno,Tratamiento médico,2,Condición insegura,Área eléctrica,2024-04-05,9,4,2024,Q2,0,1,0
1047,Perforación,Neuquén - Vaca Muerta,Nocturno,Casi accidente (near miss),0,Condición insegura,Pozos / Drilling,2024-04-19,20,4,2024,Q2,0,0,0
1048,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Tratamiento médico,2,Procedimiento inadecuado,Área eléctrica,2024-05-24,8,5,2024,Q2,0,1,0
1048,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Procedimiento inadecuado,Área eléctrica,2022-07-24,20,7,2022,Q3,0,0,0
1051,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Tiempo perdido (LTI),3,Procedimiento inadecuado,Tanques / Almacenamiento,2023-05-01,15,5,2023,Q2,25,1,1
1051,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Condición insegura,Pozos / Drilling,2024-05-20,16,5,2024,Q2,0,0,0
1051,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Comunicación deficiente,Oficina / Comedor,2022-08-14,13,8,2022,Q3,0,0,0
1052,Perforación,Salta - NOA,Diurno,Casi accidente (near miss),0,Falla de equipo,Planta compresora,2022-05-02,3,5,2022,Q2,0,0,0
1053,Perforación,Mendoza - Cuyo,Rotativo 14x14,Primeros auxilios,1,Procedimiento inadecuado,Pozos / Drilling,2022-05-06,9,5,2022,Q2,0,0,0
1054,Perforación,Mendoza - Cuyo,Diurno,Casi accidente (near miss),0,Fatiga/turno extendido,Planta compresora,2024-11-24,14,11,2024,Q4,0,0,0
1054,Perforación,Mendoza - Cuyo,Diurno,Casi accidente (near miss),0,Acto inseguro,Tanques / Almacenamiento,2024-05-08,15,5,2024,Q2,0,0,0
1055,Perforación,Neuquén - Vaca Muerta,Nocturno,Casi accidente (near miss),0,Falla de equipo,Tanques / Almacenamiento,2024-08-12,9,8,2024,Q3,0,0,0
1055,Perforación,Neuquén - Vaca Muerta,Nocturno,Tratamiento médico,2,Condición insegura,Transporte en ruta,2024-12-30,11,12,2024,Q4,0,1,0
1055,Perforación,Neuquén - Vaca Muerta,Nocturno,Tiempo perdido (LTI),3,Procedimiento inadecuado,Taller mecánico,2024-06-01,16,6,2024,Q2,4,1,1
1056,Perforación,Neuquén - Vaca Muerta,Nocturno,Casi accidente (near miss),0,Fatiga/turno extendido,Taller mecánico,2023-05-24,22,5,2023,Q2,0,0,0
1056,Perforación,Neuquén - Vaca Muerta,Nocturno,Casi accidente (near miss),0,Comunicación deficiente,Tanques / Almacenamiento,2022-01-29,13,1,2022,Q1,0,0,0
1056,Perforación,Neuquén - Vaca Muerta,Nocturno,Tiempo perdido (LTI),3,Acto inseguro,Transporte en ruta,2024-04-04,12,4,2024,Q2,4,1,1
1059,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Condición climática,Oficina / Comedor,2022-01-29,8,1,2022,Q1,0,0,0
1059,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Fatiga/turno extendido,Oficina / Comedor,2024-03-09,9,3,2024,Q1,0,0,0
1059,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Incidente ambiental,2,Fatiga/turno extendido,Pozos / Drilling,2022-09-26,10,9,2022,Q3,0,1,0
1061,Perforación,Neuquén - Vaca Muerta,Diurno,Tratamiento médico,2,Condición insegura,Pozos / Drilling,2024-06-14,13,6,2024,Q2,0,1,0
1062,Perforación,Chubut - San Jorge,Rotativo 7x7,Primeros auxilios,1,Acto inseguro,Pozos / Drilling,2024-01-21,8,1,2024,Q1,0,0,0
1063,Perforación,Chubut - San Jorge,Nocturno,Primeros auxilios,1,Condición climática,Tanques / Almacenamiento,2024-09-28,10,9,2024,Q3,0,0,0
1063,Perforación,Chubut - San Jorge,Nocturno,Primeros auxilios,1,Falta de EPP,Taller mecánico,2022-06-27,22,6,2022,Q2,0,0,0
1064,Perforación,Neuquén - Vaca Muerta,Diurno,Casi accidente (near miss),0,Falla de equipo,Planta compresora,2024-09-16,8,9,2024,Q3,0,0,0
1065,Perforación,Chubut - San Jorge,Rotativo 7x7,Casi accidente (near miss),0,Falla de equipo,Área eléctrica,2023-07-24,18,7,2023,Q3,0,0,0
1066,Perforación,Neuquén - Vaca Muerta,Nocturno,Casi accidente (near miss),0,Comunicación deficiente,Planta compresora,2023-03-24,2,3,2023,Q1,0,0,0
1066,Perforación,Neuquén - Vaca Muerta,Nocturno,Casi accidente (near miss),0,Falla de equipo,Tanques / Almacenamiento,2023-04-04,4,4,2023,Q2,0,0,0
1067,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Incapacidad permanente parcial,4,Condición climática,Transporte en ruta,2022-04-19,18,4,2022,Q2,68,1,0
1069,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Tratamiento médico,2,Acto inseguro,Oficina / Comedor,2023-03-16,6,3,2023,Q1,0,1,0
1071,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Condición climática,Transporte en ruta,2024-03-02,11,3,2024,Q1,0,0,0
1072,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Primeros auxilios,1,Condición insegura,Oficina / Comedor,2023-02-02,9,2,2023,Q1,0,0,0
1072,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Incapacidad permanente parcial,4,Falta de EPP,Área eléctrica,2023-01-17,8,1,2023,Q1,145,1,0
1072,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Primeros auxilios,1,Falla de equipo,Planta compresora,2022-06-10,18,6,2022,Q2,0,0,0
1075,Perforación,Neuquén - Vaca Muerta,Diurno,Primeros auxilios,1,Procedimiento inadecuado,Pozos / Drilling,2024-11-20,7,11,2024,Q4,0,0,0
1076,Perforación,Mendoza - Cuyo,Diurno,Tratamiento médico,2,Acto inseguro,Transporte en ruta,2023-01-17,19,1,2023,Q1,0,1,0
1076,Perforación,Mendoza - Cuyo,Diurno,Casi accidente (near miss),0,Comunicación deficiente,Taller mecánico,2022-07-18,14,7,2022,Q3,0,0,0
1077,Perforación,Neuquén - Vaca Muerta,Nocturno,Casi accidente (near miss),0,Falta de EPP,Área eléctrica,2022-04-16,8,4,2022,Q2,0,0,0
1078,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Incidente ambiental,2,Condición insegura,Oficina / Comedor,2022-04-19,15,4,2022,Q2,0,1,0
1078,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Falta de EPP,Tanques / Almacenamiento,2023-12-09,11,12,2023,Q4,0,0,0
1078,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Condición climática,Planta compresora,2023-01-09,21,1,2023,Q1,0,0,0
1078,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Condición climática,Taller mecánico,2022-08-07,17,8,2022,Q3,0,0,0
1081,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Casi accidente (near miss),0,Comunicación deficiente,Área eléctrica,2023-06-25,9,6,2023,Q2,0,0,0
1082,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Casi accidente (near miss),0,Acto inseguro,Área eléctrica,2022-06-04,18,6,2022,Q2,0,0,0
1086,Perforación,Salta - NOA,Nocturno,Tratamiento médico,2,Falla de equipo,Planta compresora,2024-02-20,20,2,2024,Q1,0,1,0
1086,Perforación,Salta - NOA,Nocturno,Casi accidente (near miss),0,Comunicación deficiente,Transporte en ruta,2022-03-17,18,3,2022,Q1,0,0,0
1087,Perforación,Chubut - San Jorge,Diurno,Casi accidente (near miss),0,Falta de EPP,Área eléctrica,2022-11-23,13,11,2022,Q4,0,0,0
1089,Perforación,Chubut - San Jorge,Rotativo 14x14,Casi accidente (near miss),0,Falla de equipo,Pozos / Drilling,2024-05-28,13,5,2024,Q2,0,0,0
1089,Perforación,Chubut - San Jorge,Rotativo 14x14,Primeros auxilios,1,Procedimiento inadecuado,Área eléctrica,2024-10-27,19,10,2024,Q4,0,0,0
1090,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Casi accidente (near miss),0,Comunicación deficiente,Tanques / Almacenamiento,2022-02-19,14,2,2022,Q1,0,0,0
1091,Perforación,Mendoza - Cuyo,Rotativo 14x14,Casi accidente (near miss),0,Falta de EPP,Pozos / Drilling,2022-07-13,15,7,2022,Q3,0,0,0
1092,Perforación,Chubut - San Jorge,Rotativo 14x14,Casi accidente (near miss),0,Procedimiento inadecuado,Área eléctrica,2024-07-20,12,7,2024,Q3,0,0,0
1093,Perforación,Chubut - San Jorge,Nocturno,Incidente ambiental,2,Procedimiento inadecuado,Transporte en ruta,2023-10-06,9,10,2023,Q4,0,1,0
1095,Perforación,Salta - NOA,Rotativo 7x7,Casi accidente (near miss),0,Falla de equipo,Área eléctrica,2022-02-08,15,2,2022,Q1,0,0,0
1095,Perforación,Salta - NOA,Rotativo 7x7,Primeros auxilios,1,Condición insegura,Pozos / Drilling,2024-09-20,7,9,2024,Q3,0,0,0
1095,Perforación,Salta - NOA,Rotativo 7x7,Primeros auxilios,1,Falta de EPP,Transporte en ruta,2024-08-27,17,8,2024,Q3,0,0,0
1096,Perforación,Mendoza - Cuyo,Rotativo 14x14,Casi accidente (near miss),0,Falta de EPP,Área eléctrica,2023-06-25,11,6,2023,Q2,0,0,0
1098,Perforación,Salta - NOA,Diurno,Primeros auxilios,1,Fatiga/turno extendido,Planta compresora,2023-06-17,16,6,2023,Q2,0,0,0
1099,Perforación,Chubut - San Jorge,Diurno,Casi accidente (near miss),0,Procedimiento inadecuado,Planta compresora,2022-12-22,8,12,2022,Q4,0,0,0
1099,Perforación,Chubut - San Jorge,Diurno,Primeros auxilios,1,Condición climática,Planta compresora,2022-06-06,5,6,2022,Q2,0,0,0
1102,Perforación,Salta - NOA,Diurno,Casi accidente (near miss),0,Comunicación deficiente,Taller mecánico,2023-10-03,10,10,2023,Q4,0,0,0
1102,Perforación,Salta - NOA,Diurno,Casi accidente (near miss),0,Comunicación deficiente,Taller mecánico,2022-04-26,14,4,2022,Q2,0,0,0
1103,Perforación,Chubut - San Jorge,Rotativo 14x14,Casi accidente (near miss),0,Condición climática,Pozos / Drilling,2022-01-17,19,1,2022,Q1,0,0,0
1104,Perforación,Chubut - San Jorge,Diurno,Casi accidente (near miss),0,Condición insegura,Planta compresora,2022-02-12,10,2,2022,Q1,0,0,0
1106,Perforación,Chubut - San Jorge,Rotativo 7x7,Casi accidente (near miss),0,Falla de equipo,Transporte en ruta,2022-07-09,9,7,2022,Q3,0,0,0
1107,Perforación,Chubut - San Jorge,Diurno,Primeros auxilios,1,Comunicación deficiente,Área eléctrica,2022-06-05,9,6,2022,Q2,0,0,0
1108,Perforación,Salta - NOA,Rotativo 7x7,Primeros auxilios,1,Falta de EPP,Transporte en ruta,2024-04-25,21,4,2024,Q2,0,0,0
1110,Perforación,Neuquén - Vaca Muerta,Nocturno,Tiempo perdido (LTI),3,Procedimiento inadecuado,Pozos / Drilling,2024-04-12,12,4,2024,Q2,6,1,1
1111,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Procedimiento inadecuado,Planta compresora,2023-01-31,13,1,2023,Q1,0,0,0
1111,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Procedimiento inadecuado,Planta compresora,2024-02-27,19,2,2024,Q1,0,0,0
1111,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Incapacidad permanente parcial,4,Fatiga/turno extendido,Área eléctrica,2023-07-15,15,7,2023,Q3,100,1,0
1112,Perforación,Mendoza - Cuyo,Rotativo 14x14,Primeros auxilios,1,Falta de EPP,Pozos / Drilling,2024-07-18,10,7,2024,Q3,0,0,0
1113,Perforación,Salta - NOA,Diurno,Casi accidente (near miss),0,Condición climática,Tanques / Almacenamiento,2024-02-23,13,2,2024,Q1,0,0,0
1113,Perforación,Salta - NOA,Diurno,Casi accidente (near miss),0,Procedimiento inadecuado,Planta compresora,2023-07-15,18,7,2023,Q3,0,0,0
1113,Perforación,Salta - NOA,Diurno,Casi accidente (near miss),0,Acto inseguro,Taller mecánico,2023-11-23,13,11,2023,Q4,0,0,0
1114,Perforación,Mendoza - Cuyo,Nocturno,Tratamiento médico,2,Falta de EPP,Planta compresora,2023-08-04,8,8,2023,Q3,0,1,0
1114,Perforación,Mendoza - Cuyo,Nocturno,Casi accidente (near miss),0,Comunicación deficiente,Pozos / Drilling,2024-05-21,10,5,2024,Q2,0,0,0
1114,Perforación,Mendoza - Cuyo,Nocturno,Primeros auxilios,1,Comunicación deficiente,Área eléctrica,2024-01-08,9,1,2024,Q1,0,0,0
1115,Perforación,Mendoza - Cuyo,Rotativo 14x14,Tiempo perdido (LTI),3,Condición insegura,Planta compresora,2023-11-13,3,11,2023,Q4,13,1,1
1116,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Falla de equipo,Tanques / Almacenamiento,2023-12-24,15,12,2023,Q4,0,0,0
1117,Perforación,Mendoza - Cuyo,Rotativo 14x14,Fatalidad,5,Procedimiento inadecuado,Transporte en ruta,2022-03-15,11,3,2022,Q1,0,1,0
1118,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Fatiga/turno extendido,Oficina / Comedor,2022-02-03,7,2,2022,Q1,0,0,0
1118,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Falta de EPP,Tanques / Almacenamiento,2024-03-17,3,3,2024,Q1,0,0,0
1118,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Tratamiento médico,2,Condición insegura,Área eléctrica,2022-10-07,16,10,2022,Q4,0,1,0
1119,Perforación,Neuquén - Vaca Muerta,Nocturno,Tratamiento médico,2,Falla de equipo,Planta compresora,2022-01-26,8,1,2022,Q1,0,1,0
1119,Perforación,Neuquén - Vaca Muerta,Nocturno,Casi accidente (near miss),0,Condición climática,Planta compresora,2024-06-17,10,6,2024,Q2,0,0,0
1119,Perforación,Neuquén - Vaca Muerta,Nocturno,Fatalidad,5,Condición insegura,Tanques / Almacenamiento,2023-04-22,13,4,2023,Q2,0,1,0
1120,Perforación,Mendoza - Cuyo,Nocturno,Primeros auxilios,1,Procedimiento inadecuado,Planta compresora,2022-12-22,8,12,2022,Q4,0,0,0
1121,Perforación,Mendoza - Cuyo,Rotativo 14x14,Primeros auxilios,1,Fatiga/turno extendido,Planta compresora,2023-12-05,11,12,2023,Q4,0,0,0
1121,Perforación,Mendoza - Cuyo,Rotativo 14x14,Casi accidente (near miss),0,Fatiga/turno extendido,Pozos / Drilling,2022-05-17,7,5,2022,Q2,0,0,0
1122,Perforación,Mendoza - Cuyo,Diurno,Casi accidente (near miss),0,Condición insegura,Transporte en ruta,2023-06-13,15,6,2023,Q2,0,0,0
1123,Perforación,Salta - NOA,Nocturno,Casi accidente (near miss),0,Fatiga/turno extendido,Tanques / Almacenamiento,2024-08-21,22,8,2024,Q3,0,0,0
1123,Perforación,Salta - NOA,Nocturno,Casi accidente (near miss),0,Procedimiento inadecuado,Taller mecánico,2023-06-01,18,6,2023,Q2,0,0,0
1125,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Tratamiento médico,2,Condición climática,Planta compresora,2022-12-26,12,12,2022,Q4,0,1,0
1128,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Fatiga/turno extendido,Área eléctrica,2024-12-29,18,12,2024,Q4,0,0,0
1129,Perforación,Neuquén - Vaca Muerta,Nocturno,Casi accidente (near miss),0,Acto inseguro,Oficina / Comedor,2022-09-14,18,9,2022,Q3,0,0,0
1133,Perforación,Salta - NOA,Rotativo 7x7,Tiempo perdido (LTI),3,Condición climática,Taller mecánico,2023-04-29,16,4,2023,Q2,21,1,1
1133,Perforación,Salta - NOA,Rotativo 7x7,Casi accidente (near miss),0,Condición insegura,Oficina / Comedor,2022-08-14,12,8,2022,Q3,0,0,0
1134,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Primeros auxilios,1,Condición insegura,Oficina / Comedor,2022-07-30,19,7,2022,Q3,0,0,0
1134,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Primeros auxilios,1,Acto inseguro,Pozos / Drilling,2022-04-24,17,4,2022,Q2,0,0,0
1136,Perforación,Chubut - San Jorge,Nocturno,Primeros auxilios,1,Comunicación deficiente,Taller mecánico,2023-04-27,9,4,2023,Q2,0,0,0
1136,Perforación,Chubut - San Jorge,Nocturno,Casi accidente (near miss),0,Procedimiento inadecuado,Oficina / Comedor,2022-08-05,13,8,2022,Q3,0,0,0
1136,Perforación,Chubut - San Jorge,Nocturno,Primeros auxilios,1,Acto inseguro,Tanques / Almacenamiento,2023-03-02,11,3,2023,Q1,0,0,0
1136,Perforación,Chubut - San Jorge,Nocturno,Primeros auxilios,1,Condición climática,Taller mecánico,2024-12-17,11,12,2024,Q4,0,0,0
1137,Perforación,Chubut - San Jorge,Diurno,Casi accidente (near miss),0,Falta de EPP,Oficina / Comedor,2024-06-20,14,6,2024,Q2,0,0,0
1138,Perforación,Chubut - San Jorge,Rotativo 7x7,Casi accidente (near miss),0,Comunicación deficiente,Área eléctrica,2023-05-21,3,5,2023,Q2,0,0,0
1138,Perforación,Chubut - San Jorge,Rotativo 7x7,Tiempo perdido (LTI),3,Condición insegura,Oficina / Comedor,2024-01-22,9,1,2024,Q1,1,1,1
1139,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Casi accidente (near miss),0,Condición climática,Transporte en ruta,2022-10-28,22,10,2022,Q4,0,0,0
1140,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Condición insegura,Oficina / Comedor,2023-10-02,19,10,2023,Q4,0,0,0
1140,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Condición climática,Taller mecánico,2023-09-04,8,9,2023,Q3,0,0,0
1140,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Acto inseguro,Taller mecánico,2022-09-10,11,9,2022,Q3,0,0,0
1141,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Tiempo perdido (LTI),3,Condición climática,Transporte en ruta,2022-05-01,3,5,2022,Q2,7,1,1
1142,Perforación,Salta - NOA,Rotativo 14x14,Primeros auxilios,1,Fatiga/turno extendido,Pozos / Drilling,2022-07-16,11,7,2022,Q3,0,0,0
1142,Perforación,Salta - NOA,Rotativo 14x14,Incapacidad permanente parcial,4,Comunicación deficiente,Oficina / Comedor,2022-09-23,12,9,2022,Q3,92,1,0
1142,Perforación,Salta - NOA,Rotativo 14x14,Tiempo perdido (LTI),3,Procedimiento inadecuado,Planta compresora,2022-11-16,7,11,2022,Q4,9,1,1
1143,Perforación,Chubut - San Jorge,Rotativo 14x14,Primeros auxilios,1,Comunicación deficiente,Transporte en ruta,2024-05-09,22,5,2024,Q2,0,0,0
1143,Perforación,Chubut - San Jorge,Rotativo 14x14,Casi accidente (near miss),0,Condición insegura,Transporte en ruta,2024-07-22,10,7,2024,Q3,0,0,0
1143,Perforación,Chubut - San Jorge,Rotativo 14x14,Casi accidente (near miss),0,Condición insegura,Pozos / Drilling,2023-03-17,16,3,2023,Q1,0,0,0
1144,Perforación,Chubut - San Jorge,Diurno,Casi accidente (near miss),0,Falla de equipo,Pozos / Drilling,2022-12-16,16,12,2022,Q4,0,0,0
1145,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Primeros auxilios,1,Condición climática,Taller mecánico,2023-03-29,10,3,2023,Q1,0,0,0
1145,Perforación,Neuquén - Vaca Muerta,Rotativo 14x14,Casi accidente (near miss),0,Condición insegura,Pozos / Drilling,2024-08-17,18,8,2024,Q3,0,0,0
1146,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Tratamiento médico,2,Falla de equipo,Área eléctrica,2022-04-01,13,4,2022,Q2,0,1,0
1147,Perforación,Neuquén - Vaca Muerta,Rotativo 7x7,Tratamiento médico,2,Condición insegura,Taller mecánico,2024-06-03,12,6,2024,Q2,0,1,0
1148,Perforación,Neuquén - Vaca Muerta,Diurno,Casi accidente (near miss),0,Condición climática,Transporte en ruta,2024-06-13,16,6,2024,Q2,0,0,0
